,sites,texts
14,www.gov.za,"Home » about government » government programmes. Renewable independent power producer programme. The renewables programme, which is seen as an example for other african countries, has resulted in over 6 000 mw of generation capacity being allocated to bidders across a variety of technologies, principally in wind and solar. Renewable independent power producer programme  (reippp) is aimed at bringing additional megawatts onto the country’s electricity system through private sector investment in wind, biomass and small hydro, among others. the eastern cape’s renewable energy projects has created 18 132 jobs since its inception. the province was awarded 16 wind farms and one solar energy farm, with a total investment value of r33.7 billion. The province has been able to reduce loadshedding because it received an additional boost for its energy security when the r3.5 billion, 342 mw dedisa peaking power station achieved commercial operation in october 2015. work is underway to procure the remaining megawatts in line with the irp 2010.  about 2 500 mw has been allocated for coal programme procurement from ipps. work on the grand inga project to secure 2 500 mw is continuing, while an energy agreement between south africa and the drc has been signed. the 2014 agreement provides a legal framework for cooperation between the two countries. More about renewable independent power producer programme . Renewable independent power producer programme. Department of health's covid-19 online resource and news portal. Copyright 2023 government of south africa. all rights reserved."
15,www.sasol.com,"Sasol rewards banyana banyana competition. We are delighted to give our loyal customers a once-in-a-lifetime opportunity to see our heroes play live. First commercial efuels-for-aviation plant in denmark on schedule for 2026 – arcadia selects topsoe and sasol technology. Sasol chemicals opens research, development and analytics centre of excellence in germany. South africa backing banyana banyana to the world cup. Sol,solbe1-sasol issues us dollar senior notes. Sol,solbe1-production and sales metrics for the nine months ended 31 march 2023. Sol,solbe1-sasol secures circa usd3 billion five-year term loan and revolving credit facility agreement. Sol,solbe1-dealings in securities by the group company secretary of sasol. Sol,solbe1-broad-based black economic empowerment act 53 of 2003 (the b-bbee act): annual compliance report. Last update: friday,may 12 00:15:08. Our suite of annual reporting provides an integrated perspective across all our reports... Sasol applies sound corporate governance structures and processes, which the board considers pivotal... The dividend is declared and paid out in rand for the holders of ordinary shares. for investors in the depositary…. Khanyisa is a word that means to illuminate. it is this concept that we have drawn our inspiration from... Learnerships are learning programmes that require on the job learning supported by structured or…. With the scarcity of talent in south africa and globally it is essential for sasol to ensure…. Our future leaders programme will give you an extraordinary insight into how our business really…. A job at sasol is a career made by you, with purpose, opportunities, benefits and a working…. Switch board: +27 10 344 5000. South african fuel customer queries and complaints: +27 860 335 444. Sasol rewards: +27 31 001 5703. Supplier management: +27 86 010 4777. Discover a wealth of content related to sasol and our activities on our social media accounts."
16,www.enelgreenpower.com,"The 3sun gigafactory will be one of the largest latest generation solar panel production facilities in europe. it’s a hub of technological excellence that will help re-energize italy's photovoltaic industry, in addition to driving energy independence for the entire continent. Innovation + hackaton: innothon enel green power. Gigawhat? the place for those with lots of questions. We’re making the energy transition process happen. for real. By 2040, our activities will have zero net impact on the climate in terms of carbon emissions. Total renewable capacity, with approx. 0.7 gw of bess. Co2 emissions avoided in 2022. Our 2022-24 renewable energy investments. We have a solution for everyone. We’ve created a place where you can find out everything you need to know about green energy and the greatest energy challenges of our time. What would you like to learn today?. Discover the learn with us section. The latest news from the world of egp. 2023, the drive toward renewables. Agrivoltaics: the world of agriculture can reap numerous benefits. A great future for an area steeped in history. The 3sun gigafactory: a decade of progress in solar technologies. Power your growth with renewables: new job opportunities for the energy transition. Your browser does not support the video tag. Goal 5: the atacama desert is blooming, thanks to the women of the “el hueso” cooperative. Hydroelectric, the world’s oldest renewable energy source, is a key player in today’s energy transition. Renewables and batteries, a natural combination. Join us and make a difference. Enel enel x enel x way enel global trading enel open innovability® enel global procurement enel foundation enel cuore ethical channel. Credits legal privacy policy cookie policy. We use cookies and web trackers to improve your online experience on our site, allow you to save information, provide social media features (facebook, instagram etc.), customize the content and ads you see based on your interests. cookies can also help us understand how to use our site and improve its functionality. please read our cookie policy here. By closing the banner with an x, you allow the use of technical cookies only."
17,www.mainstreamrp.com,"We’re working with communities, governments and organisations around the world to lead and accelerate the transition to renewable energy. By clicking “accept all cookies”, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts. Cookies settings reject all accept all cookies."
18,bterenewables.com,"Bte renewables is one of africa’s leading renewable energy companies, with an operating portfolio of nearly 500 mw of wind and solar pv projects in south africa and kenya. Bte renewables is expanding on the african continent, focusing on the development, financing, construction, and operation of renewable energy projects. Tel: +27 (11) 367 4600. Building 1, design quarter district. © 2023 bte renewables. all rights reserved."
19,scatec.com,"Moving from pledges to implementation – scatec at un climate change summit. A leading renewable energy solutions provider. Select one of our locations. Askekroken 11, 0277 oslo, norway. +47 48 08 55 00. Design and development by stem agency."
20,www.globeleq.com,"Through good stakeholder engagement and locally relevant strategic social investments focused on sustainable development, we aim to positively impact the communities in which we operate. Globeleq is a leading independent power producer. We develop, own and operate power plants utilising various technologies across the african continent. with many years of international industry experience, the support of committed shareholders, and long-standing project, technology, finance and government partnerships, we have the financial strength, management and operational expertise to power africa to realise its potential. Globeleq appoints toyota tsusho corporation as the epc contractor for the menengai geothermal project in kenya. Globeleq completes $71 million restructuring of soutpan solar plant financing. Globeleq signs financing agreement on us$108 million menengai geothermal project in kenya. Maeva rakotoarisoa has been selected by the hydrogen economist to feature in the rising stars category of the women in hydrogen 50. Globeleq receives industry accolades for its successful 2021 performance. Globeleq’s malindi solar plant is generating clean energy to the national grid. Since 2002, globeleq's experienced team of professionals has built a diverse portfolio of independent power plants, generating approximately 1,500 mw in 28 locations across six african countries. . Website created by power of 9."
21,www.engie.com,"The pursuit of navigation without any positive action by the user does not entail the deposit of cookies, except for cookies which are strictly necessary for the proper use of the site.  you can, at any time, modify all of your choices via our preference center by clicking on ""cookie management"" at the bottom of the screen, with the exception of the cookies necessary for the operation of the services. Refuse all allow selection allow all cookies. La sobriété, levier indispensable de la transition énergétique. 11 mai 2023 - 07:54. 11 mai 2023 - 07:56. Découvrez le nouveau film carte de visite d’engie. 26 avril 2023 - 15:57. Engie publie son rapport intégré 2023. 15 mars 2023 - 09:03. Les grands rendez-vous du groupe. 10 mars 2023 - 12:00. Attention aux tentatives de fraude et d’escroquerie !. 10 mars 2023 - 15:07. Engie vous accompagne au quotidien. Comment devenir la région européenne leader de l’innovation numérique ?. Des solutions pour réussir votre transition énergétique. Engie x île-de-france smart services. L'énergie est notre avenir, économisons-la."
22,www.edf-renouvelables.com,"Information : démarchage frauduleux utilisant la marque edf renouvelables. Edf renouvelables traite, en tant que responsable de traitement, vos données personnelles de navigation via l’utilisation de cookies sur le présent site internet. L’utilisation de ces cookies a vocation à (i) améliorer votre expérience en ligne en vous identifiant à chacune de vos connexions sur le site et en vous fournissant des services personnalisés adaptés à vos besoins ou (ii) à permettre à edf renouvelables de réaliser des études statistiques sur l’usage du site par les internautes. En cliquant sur le bouton « accepter » situé ci-dessous, vous consentez à l’utilisation de ces cookies. vous pouvez modifier vos préférences à tout moment sur notre site : paramètres des cookies. Accepter refuser tous les cookies. Pour plus de renseignements, notamment sur le paramétrage de ces cookies, veuillez consulter notre politique sur les cookies accessible ici."
23,sr.energy,"Our african pipeline includes utility scale and small-scale embedded generation projects to both utility, mining and c&i customers. the portfolio is comprised of fully permitted sites with negotiated ppas in attractive, high growth renewable energy markets. We provide competitive, current and innovative power solutions to utility, mining and c&i clients on a turn-key basis including integrated hybrid solar, thermal and battery solutions for both on and off grid connections in various industries. We have developed 250 mw of pv plants that are currently in operation in southern africa, including the 75 mw lesedi pv power plant, 75 mw letsatsi power plant, the 96 mw jasper power plant and a portfolio of rooftop solutions in the health care sector. We provide comprehensive asset management services allowing investors access to best in class management of their investments including technical, financial, hsse and economic development. Community: economic benefits to africa. Our plants reinvest in the local communities including powering off grid homes with solar, supporting schools, and developing and supporting contractors from the community. Solarreserve south africa 96mw pv jasper power project. Cnn solarreserve south africa projects. Jasper pv plant wins at emea projects of the year. Solarreserve south africa jasper pv project (kimberley). Medicross germiston family medical and dental centre solar installation. Concentrated solar plant a game changer for sa. (c) 2020 sr energy. all rights reserved. site visited and used at own risk. website by supronet."
24,www.juwi.com,"We use cookies to personalize content and ads, to provide social media features and to analyze our traffic. we also share information about your use of our site with our social media, advertising and analytics partners who may combine it with other information that you have provided to them or that they have collected from your use of their services. We are accelerating the energy transition. The juwi group is one of the leading experts for renewable energies providing turnkey project development as well as many other services."
25,www.edpr.com,"Learn more about our strategy for 2023-2026. . Portugal, spain, france, italy, poland, romania, brazil and, for the first time, greece and colombia. Edpr commissions its first hybrid solar and wind energy park on the iberian peninsula. We work to be leaders. to transform the world. we want to lead decarbonization and be 100% green by 2030. but our commitment is not only with planet earth. we want to make a difference for both environment and people. we are changing tomorrow now. Edp renewables’ ebitda increases 14% in the first quarter of the year. Google and edp renewables sign framework to develop 650mwp of distributed solar energy in the usa, marking the largest us corporate sponsorship of distributed pv. Edp renewables ramps up clean energy production in the first quarter of 2023.  innovation will also be a key part in securing energy transition, through our new business models and new technologies. 11 may 2023 - 16:35 gmt +01:00. We are a global leader in the renewable energy sector. Edpr signs more than 50 solar energy projects with walmart. Edp renewables named top employer europe 2020. © copyright 2022 - edp energias de portugal. all rights reserved."
26,www.rotekindustries.co.za,"Providing complete project management services. Eskom rotek industries is a wholly owned subsidiary of eskom enterprises, which in turn forms part of eskom holdings. it was established to provide construction, maintenance and transportation services in support of eskom operations. Eskom rotek industries has a rich history spanning more than a century of support to the power generating maintenance industry. it is the result of the amalgamation of three entities, namely, rotek engineering, roshcon and rotran. the eskom rotek industries head office is at rosherville in johannesburg, with a national footprint in all major centres closer to key customer sites. Our capabilities are closely aligned to the specialised services our shareholder, eskom, requires. . Using our intent to guide our decision making. How to do business with us. Our responsibility to conduct fraud detection and prevention. Bulk material services offers services aimed at primary energy generation such as coal and water transfer to power stations and on-site ash and coal handling. Construction services offers both civil and electrical construction in projects associated with power generation allowing delivery of energy efficient installations... Logistics services offers road transport, material handling and consolidation, warehousing, full scope waste management including the removal of both general and... Transformer and switchgear services offers maintenance, refurbishment, repair and modification of transformers and switchgear. Turbo gen services has the ability to service and refurbish all rotating equipment and related components with special focus on maintenance engineering... © 2023 eskom rotek industries."
27,www.gov.za,"The national development plan (ndp) offers a long-term perspective. it defines a desired destination and identifies the role different sectors of society need to play in reaching that goal, minister in the presidency: national planning commission, trevor manuel, said at a media briefing on the implementation of the plan on 19 february 2013. The ndp aims to eliminate poverty and reduce inequality by 2030. according to the plan, south africa can realise these goals by drawing on the energies of its people, growing an inclusive economy, building capabilities, enhancing the capacity of the state, and promoting leadership and partnerships throughout society. The processes should be followed in the implementation of the plan:. The ndp and its proposals will need to be implemented in the right order over the next 17 years until 2030. three phases have been identified. The long term plans of departments are aligned with the ndp and areas areidentified where policy change is required to ensure consistency and coherence. The ndp is a plan for the whole country. government will engage with all sectors to understand how they are contributing to implementation, and particularly to identify any obstacles to them fulfilling their role effectively. The plan will shape budget allocation over the years until 2030. The plan identifies the improvement of  the quality of public services as critical to achieving transformation. this requires provinces to focus on identifying and overcoming the obstacles to achieving improved outcomes, including the need to strengthen the ability of local government to fulfil its developmental role. Planning and implementation should be informed by evidence-based monitoring and evaluation. The president and deputy president will be the lead champions of the plan within cabinet, in government and throughout the country. premiers and mayors must be visible and active champions of the plan, with their offices being the catalytic agencies to drive implementation at provincial and municipal levels. Read more about the implementation in this statement. A new call to action was launched with a brand identity in august 2017. Executive summary-national development plan 2030 - our future - make it work [pdf], 15 august 2012. National development plan 2030: our future - make it work, 15 august 2012. Minister trevor manuel: national development plan launch,15 august 2012. President jacob zuma: national development plan handover, 15 august 2012. Minister jeff radebe: public lecture on “national development plan, vision 2030 - its impact on the development of good governance”, 30 sep 2015. Minister jeff radebe: launch of new ndp vision 2030 brand identity, 21 aug 2016. Deputy minister buti manamela: vision 2030 summit, 22 jun 2017. President jacob zuma: 5th anniversary of adoption of national development plan, 12 sep 2017. Minister jeff radebe: national development plan annual public lecture, 15 sep 2017. Government and opportunities for youth. 20 years of freedom and democracy. Government opinion pieces on current issues. Department of health's covid-19 online resource and news portal. Copyright 2023 government of south africa. all rights reserved."
28,www.engineeringnews.co.za,"Initial ‘just energy transition’ work points to need to cushion coal regions. Csir research group leader for the energy industry ntombifuthi ntuli. The council for scientific and industrial research (csir) energy centre has initiated a project to model the socioeconomic risks and opportunities associated with south africa’s transition from a coal-dominant electricity industry to one that is increasingly based on renewable energy. The project, which is being pursued under the theme of a ‘just energy transition’ for south africa, will be completed during the first quarter of 2020. The initial results indicate that the transition can deliver significant employment, social and environmental benefits. however, detailed planning and coordination is also required in order to limit potential social dislocation in coal regions. Csir research group leader for the energy industry ntombifuthi ntuli tells engineering news online that the study takes account of eskom’s planned decommissioning schedule for its older coal-fired power stations, most of which are located in the mpumalanga province. That schedule has remained more or less intact since the publication, in 2011, of south africa’s first integrated resource plan, known as irp 2010. it shows that, regardless of what new generation is installed, eskom will decommission 13 gw of coal capacity by 2030 and 28 gw by 2040. In addition, the csir has integrated results from a wide-ranging analysis conducted on the employment scenarios that are likely to arise from the implementation of the draft irp 2018. The document has since been revised by the department of energy in preparation for consultations by the social partners at the national economic development and labour council (nedlac). the modelling remains relevant, however, as the jobs impacts in the draft irp 2018 relate mainly to the decommissioning of the older coal stations, offset against the jobs that will be created by building and operating the generation plants introduced to replace that lost capacity, as well as to cater for demand growth. In all of the scenarios included in the draft irp, most of that supply is provided through a combination of new onshore wind, solar photovoltaic (pv) and gas-fired generation. Renewable energy is anticipated to contribute up to 246 000 jobs for solar pv and up to 344 000 jobs for wind energy by 2030 (accounting for direct, indirect and induced jobs for both construction and operation & maintenance phases over the irp period).  in 2030 alone, the sector creates about 110 000 direct, indirect and induced jobs, while gas will contribute about 55 000 jobs. Although coal remains the biggest employer in the sector overall in 2030, due to its larger share of total installed capacity, jobs across the coal value chain – including mining, manufacturing, operations and maintenance – will fall by about 100 000, from 287 000 in 2020 to about 183 000 in 2030 as a result of decommissioning. Ntuli says the analysis, which has been carried out using a customised version of the international jobs and economic development impacts (i-jedi) economic model, points to a net employment gain of nearly 30 000 jobs in the electricity supply industry by 2030, when compared with 2020, owing to new build capacity added by renewables and gas. In the absence of a specific intervention to cushion coal-dependent municipalities in mpumalanga, the socioeconomic impact of the decline could be devastating, csir energy economist for energy industry and markets ruan fourie cautions. In fact, fourie likens it to the scenario that played out in certain municipalities in the free state, when the gold mines began closing and mining sector jobs plummeted from 120 000 in 1993 to 38 000 by 2017. The csir has already completed economic baselines for certain “hot spots” and has concluded that action plans, coordinated at a national level, should be introduced to ensure these regions are cushioned during the transition. “the good news is that the new technologies to be introduced under the updated irp are not only cheaper than coal, but also more job-intensive overall,” ntuli states. The i-jedi model indicates, for instance, that by deploying solar pv in line with the yearly allocation outlined in the draft irp 2018 a total of 77 745 direct jobs, 79 479 indirect jobs and 85 405 induced jobs will be created during the construction phase between 2020 and 2030. Indirect jobs are created in the value chain and include manufacturing and professional services jobs, while the induced jobs arise from the fact that workers earning money on the solar projects spend that money in a way that creates manufacturing, retail and financial services jobs. The employment scenario for solar pv would be even better should the irp being considered in nedlac be adopted, as its eliminates the two-year hiatus in the deployment for solar pv in 2022 and 2023 included in the draft irp 2018 and raises the yearly allocation of small-scale embedded generators, which will mostly arise in the form of rooftop solar, from 200 mw to 500 mw. However, in the absence of specific policy intervention directing solar and wind developers to build their plants in territories such as mpumalanga, the majority of those jobs will be created in provinces with superior solar and wind resources, such as the northern cape. The csir is, thus, aiming to produce a ‘national just transition action plan’ that adds spatial and socioeconomic dimensions to the irp and provides an indication of what the integration of such components will mean for wholesale electricity tariff. For instance, the tariff sensitivity analysis may show that, while a project built in mpumalanga will be more expensive owing to the inferior solar or wind resource relative to a site in the northern cape, that additional cost could be mitigated or entirely offset by the fact that the project is in close proximity to established grid infrastructure. “we have yet to finalise that analysis, but we have already concluded that the just transition needs to be coordinated at national level, in line with the national planning commision’s ongoing pathways development for just transition.” ntuli concludes. . Edited by creamer media reporter. Telecommunications 2023: prospects for consolidation. Water towers project, côte d’ivoire. Štětí mill expansion project, czechia. Ramaphosa denies jetp ‘incoherence’ or being forced to transition from coal. Lack of action by law enforcement agencies prompted private eskom investigation – makgoba. South africa urged to consider greater reuse of water resources. First renewable energy for platinum group metals expected before year-end, says auctus. South african leader in steel -racking, -shelving, and -mezzanine flooring. universal has innovated an approach which encompasses conceptualising,... Proudly level 2 b-bbee, kwatani is africa’s leading oem producing customized vibrating equipment. this is supported by kwatani’s premium heavy-duty... Tiger brands unpacks latest upgrades at hpc plant. Mantashe says release of ‘irp 2023’ for comment is imminent. Sita looking to bolster digitalisation of borders, travel in africa. Private sector injects r340m in support of south africa’s localisation drive. Ncpc (national cleaner production centre). The 2023 sapics conference unpacks supply chain's critical role in global esg imperative with a focus on fruit distribution and health supply chains. Iwc launches new range of air cooled condensers. Enermech continues to grow on angola lng creating 250 permanent and temporary roles. Is load-shedding accelerating the adoption of sustainable agriculture?. The 41st southern african transport conference. Big 5 construct southern africa. Achieving gender equality in the built environment requires a multi-pronged approach. 11th international conference on green energy. Securex south africa, a-osh expo, facilities management expo and firexpo. Subscribe to improve your user experience... Option 1 (equivalent of r125 a month):. Receive a weekly copy of creamer media's engineering news & mining weekly magazine. (print copy for those in south africa and e-magazine for those outside of south africa). Access to full search results. Access archive of magazine back copies. Access to projects in progress. Access to one research report of your choice in pdf format. Option 2 (equivalent of r375 a month):. All benefits from option 1. Access to creamer media's research channel africa for all research reports, in pdf format, on various industrial and mining sectors including electricity; water; energy transition; hydrogen; roads, rail and ports; coal; gold; platinum; battery metals; etc. R1500 (equivalent of r125 a month). Receive weekly copy of creamer media's engineering news & mining weekly magazine (print copy for those in south africa and e-magazine for those outside of south africa). Access to full search results. Access archive of magazine back copies. Access to projects in progress. Access to one research report of your choice in pdf format. R4500 (equivalent of r375 a month). All benefits from option 1. Access to creamer media's research channel africa for all research reports on various industrial and mining sectors, in pdf format, including on:. Discounted prices based on volume. Receive all benefits from option 1 or option 2 delivered to numerous people at your company. Multiple user names and passwords for simultaneous log-ins. Intranet integration access to all in your organisation. Sq:0.071 0.158s - 76pq - 2rq."
29,www.bizcommunity.com,"Three trends in the mining industry driven by rolling blackouts. Power generation landscape continues to evolve. Challenges and opportunities abound in power utilities sector. How digital innovation is future-proofing mining. New power supply model to transform sa's energy market. Will climate action see more private-public collaboration?. 7 days 30 days by industry. The sabc appoints sibusiso gumbi as new head of marketing. Reputation management: who comes up tops woolies (chicken) or the mouse?. Prime hydration: 5 factors that drove the hype. Siphiwe dlamini and james lappeman. Zara boosts omnichannel experience at newly refurbished sandton flagship. Local cybersecurity startup port443 secures funding from iziko2.0. Leading passion marketing agency, levergy appoints new managing director. Advertise your job ad on bizcommunity. Submit a job ad >>. #biztrends2021: just energy transition will continue to accelerate. The energy sector in south africa has changed more in the last decade than perhaps any industry, and arguably will change even more in the next decade. deregulation, the introduction of independent power producers' (ipps), requirements around carbon emissions, and the rapid fall in renewable tariffs have resulted in a material shift away from fossil fuels. this just energy transition (jet), as it is known around the world, has been accelerated by covid -19 and herein lies an opportunity for this transition to be used as a tool, one of several in government's toolbox, to kick-start the economy. Ben brimble, chair, sawea policy working group. The national energy regulator of south africa (nersa) recently provided concurrence for a ministerial determination (md) of 11,800mw of generation capacity (this includes wind, pv, gas and storage). in late september this md was gazetted and for all intents and purposes, procurement of new capacity can commence. this cannot happen soon enough; load shedding will continue into 2022 as the energy availability factor (eaf) of the eskom coal fleet hovers around 66% . this coal fleet is also reaching the end of its useful life and by 2030 up to 10,000mw of coal must be decommissioned . this capacity needs to be replaced urgently. The integrated resource plan (irp) is an energy policy and planning document, produced annually, that plots the generation mix required for the country for the following 10-year period. it applies a least-cost approach for the country and is technology agnostic, meaning that no technology is favoured. the 2019 iteration of the document shows significant procurement of renewables over the upcoming decade. specifically, wind and solar pv, with a proportion of gas and storage, were shown to be best for south africa. The time to implement the irp is now. it represents a once-in-a-lifetime opportunity for the government and other stakeholders to manage the energy transition, whilst facilitating significant foreign investment (r48.7bn cumulative foreign investment attracted by renewable energy between 2011 and 2015 ), job creation and injecting competitively priced energy onto the grid. this can be achieved by reviving the renewable energy independent power producer programme (reipppp). Wind energy in south africa is developed and constructed entirely at risk by independent power producers (ipps). no risk is carried by the government or eskom. at the end of the development process, a competitive auction process is held and the best projects from a tariff and economic development perspective are awarded purchase power agreements from eskom. Competitive tariffs are a result of several factors, not least of all the world class wind (and solar) resource that sa has to offer, but also improving technology with higher hub heights and rotor diameters in excess of 170m. the geographical spread of projects across the country also provides for an aggregated generation profile that will better match supply and demand – highly valued by the network operator and will reduce intermittency. with the inclusion of utility-scale battery energy storage, the notion of baseload and the often-trotted-out need for coal or nuclear generation, is fast becoming antiquated. it is clear that a mix of renewable energy with complementary flexible generation such as gas as well as battery energy storage, can adequately meet the energy demands of the country, in a least-cost scenario. This must be seen as the best outcome for the country: cheap and reliable power is a foundational requirement for any growing economy and as the country moves into a recovery state post-covid, it will become more important than ever. renewable energy has the potential to provide this if the correct enabling environment is provided by the government. capital will flow back into the country via the reipppp, jobs will be created, and small towns around the country will be reinvigorated, all of this while the least-cost generation is added to the grid. Ben brimble is the project manager for windlab developments sa, and heads up projects in south africa and mozambique, with many years' experience in other african markets, through the full development life cycle of wind farm development: from inception through to commercial operation. he is presently chair of the south african wind energy association (sawea) policy working group and is actively involved in helping to move the industry through the current energy transition. Read more: tariffs, renewables, just energy transition. Reports highlight most promising green economy investment opportunities in south africa. Just energy transition will need collaborative leadership to bring power to the people. Girl power: solar plant opens with all-female crew. Three trends in the mining industry driven by rolling blackouts. Power generation landscape continues to evolve. Challenges and opportunities abound in power utilities sector. How digital innovation is future-proofing mining. New power supply model to transform sa's energy market. Will climate action see more private-public collaboration?."
30,www.ipp-renewables.co.za,"Independent power producer procurement programme. A wind turbine is a rotary device that extracts energy from the wind. the wind turns the blades (mechanical energy), which spins a shaft, which connects to a generator and produces electricity (electrical energy). the mechanical energy can be used directly by machinery or the energy can be converted to electricity. Renewable energy ipp procurement programme (reipppp). List of preferred bidders for bid window 6 (updated). 1 re_pv_0052_016 kutlwano solar power plant r 469.50 91.11 150.00. 2 re_pv_0052_015 boitumelo solar power plant r 469.50 91.07 150.00. 3 re_pv_0165_001 virginia solar park r 486.50 87.16 240.00. 4 re_pv_0165_002 good hope solar park r 498.90 84.78 200.00. 5 re_pv_0036_002 doornhoek pv r 540.00 77.68 120.00. 6 re_pv_0053_008 ngonyama solar pv r 548,00 74.74 140.00. A list of all unsuccessful bidders for reipppp bw6 is published under the press centre tab of renewables website. Renewable energy ipp procurement programme (reipppp). List of preferred bidders for bid window 5 as announced on 28 october 2021. 1 re_ow_0063_007 dwarsrug wind facility r 344.25 95.00 124.00. 2 re_ow_0063_001 beaufort west wind facility r 427.41 73.26 140.00. 3 re_ow_0063_002 trakas wind facility r 427.41 73.26 140.00. 4 re_ow_0063_003 sutherland wind facility r 428.27 73.03 140.00. 5 re_ow_0063_004 rietrug wind facility r 428.27 73.03 140.00. 6 re_ow_0049_002 brandvalley wind farm r 496.90 59.09 140.00. 7 re_ow_0049_004 rietkloof wind farm r 502.70 57.58 140.00. 8 re_ow_0063_006 waaihoek wind facility r 529.78 46.49 140.00. 9 re_ow_0042_003 san kraal wef r 564.45 38.43 140.00. 10 re_ow_0042_004 phezukomoya wef r 564.45 38.43 140.00. 11 re_ow_0042_002 coleskop wef r 601.17 28.83 140.00. 12 re_ow_0049_012 wolf wind farm r 617.70 27.51 84.00. 1 re_pv_0063_008 kentani solar facility r 374.79 95.00 75.00. 2 re_pv_0063_009 klipfontein solar facility r 374.79 95.00 75.00. 3 re_pv_0063_010 klipfontein 2 solar facility r 374.79 95.00 75.00. 4 re_pv_0063_011 leliehoek solar facility r 374.79 95.00 75.00. 5 re_pv_0063_013 braklaagte solar facility r 374.79 95.00 75.00. 6 re_pv_0063_022 sonoblomo solar facility r 374.79 95.00 75.00. 7 re_pv_0048_015 du plessis dam solar pv 1 r 475.45 74.83 75.00. 8 re_pv_0043_002 graspan solar pv project r 470.00 73.14 75.00. 9 re_pv_0043_001 grootspruit solar pv project r 476.60 71.58 75.00. 10 re_pv_0043_003 sannaspos solar pv project r 479.00 70.97 75.00. 11 re_pv_0037_006 grootfontein pv 1 r 484.60 68.63 75.00. 12 re_pv_0037_007 grootfontein pv 2 r 484.60 68.63 75.00. 13 re_pv_0037_008 grootfontein pv 3 r 484.60 68.63 75.00. Published on: 13 december 2022. Signing of an additional three project agreements under the 5th bid window of the renewable energy independent power producer programme (reipppp bid window 5). Published on: 10 november 2022. The minister of mineral resources and energy, mr gwede mantashe, is pleased to announce that an additional three renewable energy projects have signed project agreements under the 5th bid window of the renewable energy independent power producer procurement programme (reipppp bid window 5) on thursday, 10 november 2022. Reipppp bw6 - bids received on 03 october 2022. Published on: 04 october 2022. Reipppp bid window 6 - list of all bids received on 03 october 2022. Request for qualification and proposals (rfp) under bid window 6 of the renewable energy independent power producers procurement programme. Published on: 08 september 2022. Response to allegations of tender rigging around renewable energy ippp programme (reipppp) bid window 5. Published on: 01 september 2022. The department of mineral resources and energy (dmre) has noted inaccurate and malicious reporting by green building publication with regard to its renewable energy independent power producer procurement programme (reipppp) bid window 5 in recent weeks. he department and the ipp office strongly refute with the contempt it deserves the allegations and statements published by mr groenendaal, and takes the allegations raised very seriously. Postponement of bid submission date for renewable energy ipp procurement programme (reipppp) bid window 6 (bw 6). Published on: 02 august 2022. The department of mineral resources and energy (the dmre) announces the postponement of bid submission date for the reipppp bid window 6. Bidders' conference - reipppp bw6 attendee list. Published on: 14 july 2022. Renewable energy independent power producer procurement programme (reipppp) - bw6 bidders' conference attendee list. Bidders' conference presentation - reipppp bw6. Published on: 07 july 2022. Renewable energy independent power producer procurement programme (reipppp) - presentations and qa for bw6. Summary of rfp - reipppp bw6. Published on: 04 may 2022. Overview of the request for qualification and proposals for new generation capacity under the renewable energy ipp procurement programme, bid window 6. Delay in reipppp bw5 signing. Published on: 28 april 2022. Department of mineral resources and energy announces revised timelines for the commercial close of the renewable energy independent power producer procurement programme bid window 5 (reipppp bw5). Request for qualification and proposals (rfp) under bid window 6 of the renewable energy independent power producers procurement programme. Published on: 06 april 2022. Issue of rfp 06 apr 2022. Bidders' conference 07 jul 2022. Last date for bidders to submit written questions in terms of clause 27.3 (requests for clarification on the rfp and responses to requests) of this part a 16 sep 2022. Last date for compulsory bid registration, including payment of bid registration fee (as per clause 11 (compulsory bid registration) of this part a) 23 sep 2022. Sixth bid window submission date 03 oct 2022. The department of mineral resources and energy (dmre) will soon launch the request for proposals (rfp) for the sixth bid window under the renewable energy independent power producer procurement programme (reipppp). This procurement bid window is the second to be released in line with the ministerial determination, promulgated on 25th september 2020, which seeks to procure 11 813 mw of power from various sources including renewable energy, storage, gas and coal. The rfp calls for proposals from independent power producers (ipps) to develop new generation capacity of 2 600 mw, including 1 600 mw from onshore wind energy and 1 000 mw from solar photovoltaic (solar pv) power plants. This sixth bid window has been designed to contribute towards socio-economic and environmentally sustainable growth, to continue the successes of the reipp procurement programme since its inception, and to further stimulate increased local participation and economic empowerment in the south african renewable energy industry. Given the energy challenges the country is facing the qualification criteria has been developed to promote the participation of projects that are fully developed and will be able to be constructed and connected to the national grid as soon as possible, but not later than 24 months post commercial close. In addition to the provision of energy output, this renewable energy ipp programme covers the provision of and payment for ancillary services which support the reliable and secure operation of the transmission system by the buyer, acting through its system operator. Prior to accessing the rfp, each prospective bidder is required to pay a non-refundable fee of r 25 000 twenty five thousand rand) net of all charges, entitles each prospective bidder to have access to the rfp and to submit one project at the bid submission date. If the prospective bidder intends to submit more than one project they will need to make an additional payment of r 25 000 (twenty five thousand rand) net of all charges per additional project. The required fee is payable by means of a direct deposit or electronic funds transfer, which fee must be made without set-off or deduction.  please use your company name as payment reference. all payments must be made in immediately cleared funds to the project development fund established by national treasury:. Account name: gtac - ipp. Branch name: corporate client services, johannesburg. A potential bidder will also be updated via briefing notes of any new developments, important information on the bidding process and key dates around the bid submission process, etc."
